# kernel fit
# initial parameters: I=[0.003] sigma=[5.] center=[10.]
# final parameters  : I=[0.00342584] sigma=[5.13553252] center=[7.19741641]
# RMSE(death vs kernel*case) = 3.37e+00
# time-pt , cases, kernel  , kfitted , deaths  , dfitted 
-1.31e+02, 0.00e+00, -6.01e-09, 4.72e-06, 0.00e+00, 0.00e+00, 
-1.30e+02, 0.00e+00, -2.78e-09, 4.79e-06, 0.00e+00, 0.00e+00, 
-1.29e+02, 0.00e+00, 1.03e-10, 4.86e-06, 0.00e+00, 0.00e+00, 
-1.28e+02, 0.00e+00, 2.10e-09, 4.94e-06, 0.00e+00, 0.00e+00, 
-1.27e+02, 0.00e+00, 3.09e-09, 5.01e-06, 0.00e+00, 0.00e+00, 
-1.26e+02, 0.00e+00, 3.26e-09, 5.09e-06, 0.00e+00, 0.00e+00, 
-1.25e+02, 0.00e+00, 2.99e-09, 5.16e-06, 0.00e+00, 0.00e+00, 
-1.24e+02, 0.00e+00, 2.64e-09, 5.24e-06, 0.00e+00, 0.00e+00, 
-1.23e+02, 0.00e+00, 2.43e-09, 5.32e-06, 0.00e+00, 0.00e+00, 
-1.22e+02, 0.00e+00, 2.30e-09, 5.40e-06, 0.00e+00, 0.00e+00, 
-1.21e+02, 0.00e+00, 2.04e-09, 5.49e-06, 0.00e+00, 0.00e+00, 
-1.20e+02, 0.00e+00, 1.29e-09, 5.58e-06, 0.00e+00, 0.00e+00, 
-1.19e+02, 0.00e+00, -1.82e-10, 5.66e-06, 0.00e+00, 0.00e+00, 
-1.18e+02, 0.00e+00, -2.37e-09, 5.75e-06, 0.00e+00, 0.00e+00, 
-1.17e+02, 0.00e+00, -4.93e-09, 5.85e-06, 0.00e+00, 0.00e+00, 
-1.16e+02, 0.00e+00, -7.18e-09, 5.94e-06, 0.00e+00, 0.00e+00, 
-1.15e+02, 0.00e+00, -8.23e-09, 6.04e-06, 0.00e+00, 0.00e+00, 
-1.14e+02, 0.00e+00, -7.28e-09, 6.14e-06, 0.00e+00, 0.00e+00, 
-1.13e+02, 0.00e+00, -3.90e-09, 6.24e-06, 0.00e+00, 0.00e+00, 
-1.12e+02, 0.00e+00, 1.70e-09, 6.35e-06, 0.00e+00, 0.00e+00, 
-1.11e+02, 0.00e+00, 8.51e-09, 6.46e-06, 0.00e+00, 0.00e+00, 
-1.10e+02, 0.00e+00, 1.48e-08, 6.57e-06, 0.00e+00, 0.00e+00, 
-1.09e+02, 0.00e+00, 1.86e-08, 6.68e-06, 0.00e+00, 0.00e+00, 
-1.08e+02, 0.00e+00, 1.79e-08, 6.80e-06, 0.00e+00, 0.00e+00, 
-1.07e+02, 0.00e+00, 1.17e-08, 6.91e-06, 0.00e+00, 0.00e+00, 
-1.06e+02, 0.00e+00, 3.34e-10, 7.04e-06, 0.00e+00, 0.00e+00, 
-1.05e+02, 0.00e+00, -1.42e-08, 7.16e-06, 0.00e+00, 4.72e-06, 
-1.04e+02, 0.00e+00, -2.83e-08, 7.29e-06, 0.00e+00, 9.52e-06, 
-1.03e+02, 0.00e+00, -3.77e-08, 7.42e-06, 0.00e+00, 1.44e-05, 
-1.02e+02, 0.00e+00, -3.82e-08, 7.56e-06, 0.00e+00, 1.93e-05, 
-1.01e+02, 0.00e+00, -2.76e-08, 7.70e-06, 0.00e+00, 2.43e-05, 
-1.00e+02, 0.00e+00, -5.87e-09, 7.84e-06, 0.00e+00, 3.41e-05, 
-9.90e+01, 0.00e+00, 2.32e-08, 7.99e-06, 0.00e+00, 4.41e-05, 
-9.80e+01, 0.00e+00, 5.27e-08, 8.15e-06, 0.00e+00, 5.89e-05, 
-9.70e+01, 0.00e+00, 7.38e-08, 8.30e-06, 0.00e+00, 7.40e-05, 
-9.60e+01, 0.00e+00, 7.81e-08, 8.46e-06, 0.00e+00, 9.40e-05, 
-9.50e+01, 0.00e+00, 5.99e-08, 8.63e-06, 0.00e+00, 1.19e-04, 
-9.40e+01, 0.00e+00, 1.87e-08, 8.80e-06, 0.00e+00, 1.49e-04, 
-9.30e+01, 0.00e+00, -3.88e-08, 8.98e-06, 0.00e+00, 1.89e-04, 
-9.20e+01, 0.00e+00, -9.93e-08, 9.16e-06, 0.00e+00, 2.39e-04, 
-9.10e+01, 0.00e+00, -1.45e-07, 9.34e-06, 0.00e+00, 3.04e-04, 
-9.00e+01, 0.00e+00, -1.58e-07, 9.54e-06, 0.00e+00, 3.84e-04, 
-8.90e+01, 0.00e+00, -1.24e-07, 9.74e-06, 0.00e+00, 4.85e-04, 
-8.80e+01, 0.00e+00, -4.08e-08, 9.94e-06, 0.00e+00, 6.10e-04, 
-8.70e+01, 0.00e+00, 7.95e-08, 1.02e-05, 0.00e+00, 7.66e-04, 
-8.60e+01, 0.00e+00, 2.10e-07, 1.04e-05, 0.00e+00, 9.62e-04, 
-8.50e+01, 0.00e+00, 3.08e-07, 1.06e-05, 0.00e+00, 1.21e-03, 
-8.40e+01, 0.00e+00, 3.24e-07, 1.08e-05, 0.00e+00, 1.52e-03, 
-8.30e+01, 0.00e+00, 2.10e-07, 1.11e-05, 0.00e+00, 1.91e-03, 
-8.20e+01, 0.00e+00, -7.27e-08, 1.13e-05, 0.00e+00, 2.39e-03, 
-8.10e+01, 0.00e+00, -5.47e-07, 1.16e-05, 0.00e+00, 3.00e-03, 
-8.00e+01, 0.00e+00, -2.14e-07, 1.18e-05, 0.00e+00, 3.77e-03, 
-7.90e+01, 0.00e+00, -5.76e-08, 1.21e-05, 0.00e+00, 4.72e-03, 
-7.80e+01, 0.00e+00, -5.70e-08, 1.24e-05, 0.00e+00, 5.92e-03, 
-7.70e+01, 0.00e+00, -2.02e-07, 1.27e-05, 0.00e+00, 7.41e-03, 
-7.60e+01, 0.00e+00, -5.15e-07, 1.30e-05, 0.00e+00, 9.26e-03, 
-7.50e+01, 0.00e+00, -7.50e-08, 1.33e-05, 0.00e+00, 1.16e-02, 
-7.40e+01, 0.00e+00, -3.45e-08, 1.36e-05, 0.00e+00, 1.44e-02, 
-7.30e+01, 0.00e+00, 3.70e-07, 1.40e-05, 0.00e+00, 1.79e-02, 
-7.20e+01, 0.00e+00, 8.20e-07, 1.43e-05, 0.00e+00, 2.22e-02, 
-7.10e+01, 0.00e+00, 9.24e-07, 1.47e-05, 0.00e+00, 2.75e-02, 
-7.00e+01, 0.00e+00, 1.24e-06, 1.51e-05, 0.00e+00, 3.38e-02, 
-6.90e+01, 0.00e+00, 2.97e-07, 1.55e-05, 0.00e+00, 4.15e-02, 
-6.80e+01, 0.00e+00, 5.98e-07, 1.59e-05, 0.00e+00, 5.06e-02, 
-6.70e+01, 0.00e+00, -3.84e-07, 1.63e-05, 0.00e+00, 6.12e-02, 
